IGNORE,LAR,2022-09-08,20:20
IGNORE,ATL,2022-09-11,13:00
IGNORE,CHI,2022-09-11,13:00
IGNORE,CIN,2022-09-11,13:00
IGNORE,DET,2022-09-11,13:00
IGNORE,MIA,2022-09-11,13:00
IGNORE,NYJ,2022-09-11,13:00
IGNORE,WAS,2022-09-11,13:00
IGNORE,CAR,2022-09-11,13:00
IGNORE,HOU,2022-09-11,13:00
IGNORE,TEN,2022-09-11,16:25
IGNORE,MIN,2022-09-11,16:25
IGNORE,ARI,2022-09-11,16:25
IGNORE,LAC,2022-09-11,16:25
IGNORE,DAL,2022-09-11,20:20
IGNORE,SEA,2022-09-12,20:15
IGNORE,KC,2022-09-15,20:15
IGNORE,CLE,2022-09-18,13:00
IGNORE,DET,2022-09-18,13:00
IGNORE,NO,2022-09-18,13:00
IGNORE,NYG,2022-09-18,13:00
IGNORE,PIT,2022-09-18,13:00
IGNORE,JAX,2022-09-18,13:00
IGNORE,BAL,2022-09-18,13:00
IGNORE,LAR,2022-09-18,16:05
IGNORE,SF,2022-09-18,16:25
IGNORE,DAL,2022-09-18,16:25
IGNORE,DEN,2022-09-18,16:25
IGNORE,LV,2022-09-18,16:25
IGNORE,GB,2022-09-18,20:20
IGNORE,BUF,2022-09-19,19:15
IGNORE,PHI,2022-09-19,20:30
IGNORE,CLE,2022-09-22,20:15
IGNORE,CHI,2022-09-25,13:00
IGNORE,TEN,2022-09-25,13:00
IGNORE,IND,2022-09-25,13:00
IGNORE,MIA,2022-09-25,13:00
IGNORE,MIN,2022-09-25,13:00
IGNORE,NE,2022-09-25,13:00
IGNORE,NYJ,2022-09-25,13:00
IGNORE,WAS,2022-09-25,13:00
IGNORE,CAR,2022-09-25,13:00
IGNORE,LAC,2022-09-25,16:05
IGNORE,ARI,2022-09-25,16:25
IGNORE,SEA,2022-09-25,16:25
IGNORE,TB,2022-09-25,16:25
IGNORE,DEN,2022-09-25,20:20
IGNORE,NYG,2022-09-26,20:15
IGNORE,CIN,2022-09-29,20:15
IGNORE,ATL,2022-10-02,13:00
IGNORE,DAL,2022-10-02,13:00
IGNORE,DET,2022-10-02,13:00
IGNORE,IND,2022-10-02,13:00
IGNORE,NYG,2022-10-02,13:00
IGNORE,PHI,2022-10-02,13:00
IGNORE,PIT,2022-10-02,13:00
IGNORE,BAL,2022-10-02,13:00
IGNORE,HOU,2022-10-02,13:00
IGNORE,CAR,2022-10-02,16:05
IGNORE,GB,2022-10-02,16:25
IGNORE,LV,2022-10-02,16:25
IGNORE,TB,2022-10-02,20:20
IGNORE,SF,2022-10-03,20:15
IGNORE,DEN,2022-10-06,20:15
IGNORE,BUF,2022-10-09,13:00
IGNORE,CLE,2022-10-09,13:00
IGNORE,MIN,2022-10-09,13:00
IGNORE,NE,2022-10-09,13:00
IGNORE,NO,2022-10-09,13:00
IGNORE,NYJ,2022-10-09,13:00
IGNORE,TB,2022-10-09,13:00
IGNORE,WAS,2022-10-09,13:00
IGNORE,JAX,2022-10-09,13:00
IGNORE,CAR,2022-10-09,16:05
IGNORE,LAR,2022-10-09,16:25
IGNORE,ARI,2022-10-09,16:25
IGNORE,BAL,2022-10-09,20:20
IGNORE,KC,2022-10-10,20:15
IGNORE,CHI,2022-10-13,20:15
IGNORE,ATL,2022-10-16,13:00
IGNORE,CLE,2022-10-16,13:00
IGNORE,GB,2022-10-16,13:00
IGNORE,IND,2022-10-16,13:00
IGNORE,MIA,2022-10-16,13:00
IGNORE,NO,2022-10-16,13:00
IGNORE,NYG,2022-10-16,13:00
IGNORE,PIT,2022-10-16,13:00
IGNORE,LAR,2022-10-16,16:00
IGNORE,SEA,2022-10-16,16:00
IGNORE,KC,2022-10-16,16:25
IGNORE,PHI,2022-10-16,20:20
IGNORE,LAC,2022-10-17,20:15
IGNORE,ARI,2022-10-20,20:15
IGNORE,CIN,2022-10-23,13:00
IGNORE,DAL,2022-10-23,13:00
IGNORE,TEN,2022-10-23,13:00
IGNORE,WAS,2022-10-23,13:00
IGNORE,CAR,2022-10-23,13:00
IGNORE,JAX,2022-10-23,13:00
