12/19/2021 13:00,DET,19-Dec-2021,13:00
12/19/2021 13:00,IND,19-Dec-2021,13:00
12/19/2021 13:00,JAX,19-Dec-2021,13:00
12/19/2021 13:00,MIA,19-Dec-2021,13:00
12/19/2021 13:00,NYG,19-Dec-2021,13:00
12/19/2021 13:00,PHI,19-Dec-2021,13:00
12/19/2021 13:00,PIT,19-Dec-2021,13:00
12/19/2021 16:05,DEN,19-Dec-2021,16:05
12/19/2021 16:05,SF,19-Dec-2021,16:05
12/19/2021 16:25,LAR,19-Dec-2021,16:25
12/19/2021 20:20,TB,19-Dec-2021,20:20
12/20/2021 20:15,CHI,20-Dec-2021,20:15
12/23/2021 20:20,TEN,23-Dec-2021,20:20
12/25/2021 16:30,GB,25-Dec-2021,16:30
12/25/2021 20:15,ARI,25-Dec-2021,20:15
12/26/2021 13:00,ATL,26-Dec-2021,13:00
12/26/2021 13:00,CAR,26-Dec-2021,13:00
12/26/2021 13:00,CIN,26-Dec-2021,13:00
12/26/2021 13:00,HOU,26-Dec-2021,13:00
12/26/2021 13:00,MIN,26-Dec-2021,13:00
12/26/2021 13:00,NE,26-Dec-2021,13:00
12/26/2021 13:00,NYJ,26-Dec-2021,13:00
12/26/2021 13:00,PHI,26-Dec-2021,13:00
12/26/2021 16:05,SEA,26-Dec-2021,16:05
12/26/2021 16:25,KC,26-Dec-2021,16:25
12/26/2021 16:25,LV,26-Dec-2021,16:25
12/26/2021 20:20,DAL,26-Dec-2021,20:20
12/27/2021 20:15,NO,27-Dec-2021,20:15
1/2/2022 13:00,BUF,2-Jan-2022,13:00
1/2/2022 13:00,CHI,2-Jan-2022,13:00
1/2/2022 13:00,CIN,2-Jan-2022,13:00
1/2/2022 13:00,DAL,2-Jan-2022,13:00
1/2/2022 13:00,IND,2-Jan-2022,13:00
1/2/2022 13:00,NE,2-Jan-2022,13:00
1/2/2022 13:00,NO,2-Jan-2022,13:00
1/2/2022 13:00,NYJ,2-Jan-2022,13:00
1/2/2022 13:00,TEN,2-Jan-2022,13:00
1/2/2022 13:00,WSH,2-Jan-2022,13:00
1/2/2022 16:05,LAC,2-Jan-2022,16:05
1/2/2022 16:05,SF,2-Jan-2022,16:05
1/2/2022 16:25,BAL,2-Jan-2022,16:25
1/2/2022 16:25,SEA,2-Jan-2022,16:25
1/2/2022 20:20,GB,2-Jan-2022,20:20
1/3/2022 20:15,PIT,3-Jan-2022,20:15
1/9/2022 13:00,ATL,9-Jan-2022,13:00
1/9/2022 13:00,BAL,9-Jan-2022,13:00
1/9/2022 13:00,BUF,9-Jan-2022,13:00
1/9/2022 13:00,CLE,9-Jan-2022,13:00
1/9/2022 13:00,DET,9-Jan-2022,13:00
1/9/2022 13:00,HOU,9-Jan-2022,13:00
1/9/2022 13:00,JAX,9-Jan-2022,13:00
1/9/2022 13:00,MIA,9-Jan-2022,13:00
1/9/2022 13:00,MIN,9-Jan-2022,13:00
1/9/2022 13:00,NYG,9-Jan-2022,13:00
1/9/2022 13:00,PHI,9-Jan-2022,13:00
1/9/2022 13:00,TB,9-Jan-2022,13:00
1/9/2022 16:25,ARI,9-Jan-2022,16:25
1/9/2022 16:25,DEN,9-Jan-2022,16:25
1/9/2022 16:25,LAR,9-Jan-2022,16:25
1/9/2022 16:25,LV,9-Jan-2022,16:25
